amount,hour,distance_km,frequency_24h,new_device,international,merchant_risk,fraud
31.0,1,23.08,2,0,1,0.568,0
26.28,10,44.97,3,1,0,0.134,0
70.46,2,0.54,4,1,1,0.939,1
9.03,1,17.83,5,0,0,0.047,0
34.42,18,7.65,8,1,1,0.86,1
21.55,22,2.21,4,1,1,0.53,0
44.81,14,11.02,1,0,0,0.068,0
106.8,7,23.6,4,1,0,0.834,0
106.34,21,6.69,4,1,0,0.535,0
74.04,19,0.07,4,1,1,0.684,1
116.28,8,2.05,2,0,0,0.206,0
49.61,0,31.37,4,0,0,0.837,0
61.76,11,8.2,2,0,1,0.035,0
31.27,7,14.11,3,1,1,0.241,0
77.63,3,1.74,5,1,1,0.909,1
47.63,13,29.42,5,1,0,0.347,0
12.58,23,16.01,5,1,0,0.795,1
68.31,7,2.38,6,0,1,0.342,0
631.4,22,11.37,5,1,0,0.597,0
13.93,19,5.23,6,0,0,0.641,0
71.17,19,22.35,2,0,0,0.383,0
11.13,1,3.22,2,1,0,0.398,0
317.03,13,14.21,3,0,1,0.749,0
432.47,3,1.54,4,1,1,0.929,1
195.77,1,2.79,1,0,1,0.665,0
294.34,11,1.09,3,0,0,0.494,0
55.73,0,44.03,2,1,0,0.669,0
33.29,13,15.17,2,0,1,0.635,0
17.11,0,44.09,3,0,0,0.583,0
62.81,14,2.49,2,0,1,0.369,0
163.25,2,4.23,5,0,0,0.315,0
103.49,2,7.57,5,1,1,0.632,1
52.67,10,3.3,4,0,0,0.093,0
360.24,11,2.4,4,0,0,0.478,0
18.41,10,17.56,3,0,1,0.682,0
28.94,13,0.72,3,0,0,0.464,0
170.03,21,9.88,4,1,1,0.975,1
9.89,22,11.5,3,0,0,0.818,0
18.38,15,23.48,0,1,0,0.418,0
58.09,2,14.78,1,0,0,0.891,0
121.69,10,4.39,3,0,0,0.349,0
122.45,1,1.12,6,0,0,0.905,1
218.49,2,0.1,6,1,0,0.692,1
112.95,10,14.66,5,1,1,0.505,0
25.78,0,1.17,3,1,1,0.613,1
44.38,13,7.84,2,1,1,0.016,0
41.85,23,10.4,6,0,1,0.946,0
149.63,0,1.25,1,1,1,0.571,0
133.89,10,36.34,5,0,0,0.953,0
42.52,4,7.23,5,0,1,0.256,0
12.4,11,7.07,2,0,0,0.695,0
79.66,13,23.2,3,1,0,0.017,0
14.7,23,15.3,2,1,1,0.593,0
22.61,4,10.5,4,0,0,0.635,0
77.14,21,26.88,4,0,0,0.229,0
84.73,3,24.88,3,1,0,0.608,1
30.85,20,4.82,2,0,0,0.962,0
66.71,6,17.63,3,0,0,0.984,0
92.22,1,4.17,3,1,0,0.277,0
377.81,0,15.72,6,1,0,0.066,0
137.75,16,2.93,6,0,1,0.665,0
31.4,12,11.24,2,0,1,0.893,0
41.53,7,3.52,4,1,1,0.655,0
89.27,21,0.92,6,1,1,0.097,0
148.96,9,9.43,6,1,1,0.844,1
64.44,15,6.54,0,0,1,0.462,0
58.81,8,5.75,1,1,0,0.537,0
274.59,16,2.05,4,0,1,0.82,0
67.85,0,5.47,2,0,0,0.994,0
9.0,18,20.6,3,1,1,0.878,0
1026.98,13,12.58,5,1,1,0.284,0
46.94,19,5.09,3,0,0,0.151,0
41.02,18,21.98,5,1,0,0.468,0
94.13,13,25.14,7,1,0,0.645,1
73.66,10,26.47,6,0,0,0.509,0
151.17,23,27.79,2,0,0,0.42,0
72.24,9,5.57,2,1,1,0.129,0
128.19,13,50.85,3,1,0,0.956,1
30.43,19,63.85,1,1,1,0.307,0
6.41,6,5.5,1,1,1,0.999,0
96.11,7,21.59,0,1,1,0.251,0
23.15,11,10.84,2,0,1,0.94,0
13.68,17,84.98,1,0,0,0.222,0
76.78,4,0.11,3,0,1,0.527,0
74.82,8,3.05,4,1,0,0.517,0
106.98,11,6.04,2,0,1,0.914,0
190.19,5,24.79,2,1,1,0.793,0
54.69,17,48.38,1,0,1,0.672,0
13.12,13,35.98,4,0,1,0.963,0
143.2,15,21.66,1,1,1,0.458,0
121.34,23,11.81,1,0,1,0.13,0
22.63,20,29.98,8,1,1,0.572,1
433.8,13,15.39,3,0,1,0.848,0
29.21,23,6.49,5,0,0,0.976,0
180.93,23,11.96,4,0,0,0.017,0
133.04,22,3.19,3,1,1,0.036,0
24.14,11,10.32,2,0,0,0.672,0
40.77,4,21.25,4,1,1,0.472,1
121.6,8,7.91,4,0,1,0.015,0
188.38,16,28.14,2,0,1,0.649,0
32.85,9,8.79,1,1,0,0.712,0
34.65,22,7.48,3,0,1,0.466,0
18.45,15,22.25,6,0,1,0.394,0
239.74,1,6.91,5,0,0,0.038,0
161.63,2,36.79,7,0,0,0.08,0
58.98,6,20.75,0,1,0,0.05,0
18.28,1,19.25,0,1,0,0.277,0
55.74,14,3.67,2,1,0,0.091,0
65.83,3,2.22,6,0,0,0.409,0
106.67,6,34.07,3,0,1,0.097,0
10.82,20,63.77,2,1,0,0.088,0
134.3,18,5.22,3,0,1,0.901,0
50.04,19,22.67,4,0,0,0.257,0
176.13,15,23.89,3,1,1,0.588,0
115.3,11,7.53,1,0,1,0.486,0
23.78,21,34.54,2,1,1,0.61,0
66.07,13,27.53,1,0,1,0.293,0
40.57,18,7.7,4,1,0,0.748,0
79.62,14,16.09,2,1,0,0.132,0
29.01,7,18.2,2,1,0,0.625,0
41.65,10,2.5,4,1,1,0.47,0
40.57,5,13.97,0,1,0,0.245,0
10.9,4,2.89,3,1,0,0.9,1
104.35,2,16.33,3,1,1,0.55,1
431.47,18,5.44,5,1,1,0.953,1
43.43,20,14.96,2,0,1,0.533,0
101.37,19,3.65,2,1,0,0.64,0
44.14,20,1.01,2,0,0,0.642,0
5.56,20,21.65,3,1,1,0.065,0
24.97,4,24.21,3,1,0,0.309,0
331.77,0,23.46,0,0,0,0.841,0
595.88,7,5.28,0,1,0,0.451,0
65.95,22,3.1,2,0,1,0.34,0
28.76,8,21.58,5,0,1,0.007,0
147.22,2,14.7,2,0,0,0.705,0
26.08,19,7.47,4,1,0,0.091,0
88.42,16,2.86,4,0,0,0.565,0
67.24,21,46.24,5,0,1,0.142,0
30.6,23,6.15,2,0,0,0.208,0
120.52,9,1.37,2,0,0,0.845,0
62.49,20,11.4,3,1,1,0.441,0
380.55,13,12.27,1,0,1,0.208,0
205.62,12,13.9,1,1,1,0.554,0
72.02,16,28.41,2,1,1,0.503,0
18.29,1,4.59,3,1,1,0.172,1
24.9,15,18.58,4,0,0,0.047,0
191.79,11,21.87,3,1,0,0.67,0
148.32,21,38.24,1,1,0,0.347,0
21.54,8,16.81,1,0,0,0.691,0
70.15,4,42.56,5,1,0,0.757,1
30.82,3,29.39,4,1,0,0.426,0
21.28,16,30.42,2,1,0,0.441,0
12.02,8,1.61,2,0,1,0.442,0
57.92,17,6.87,6,0,1,0.25,0
63.08,3,8.07,2,0,1,0.539,0
44.64,0,7.8,9,1,0,0.001,0
19.0,2,7.74,3,1,0,0.69,0
88.09,0,10.39,3,1,0,0.501,0
37.47,10,16.64,6,0,0,0.059,0
131.79,13,3.71,5,1,0,0.428,0
82.47,22,2.1,6,1,0,0.403,0
42.2,2,16.29,1,1,1,0.893,1
164.05,1,7.27,3,1,0,0.798,0
31.44,2,6.73,3,0,0,0.007,0
33.08,6,18.84,4,0,0,0.473,0
70.25,5,14.01,0,0,0,0.599,0
138.84,22,37.0,0,0,1,0.269,0
55.18,21,8.39,2,1,0,0.918,0
74.57,7,7.56,0,0,1,0.487,0
86.98,20,18.52,2,1,1,0.191,0
48.16,15,70.53,4,0,0,0.635,0
85.99,20,17.72,3,1,1,0.891,1
82.92,19,24.89,1,0,0,0.152,0
12.47,2,40.08,2,1,1,0.135,1
244.63,1,10.02,3,1,0,0.192,0
283.64,13,6.48,3,0,0,0.738,0
77.61,5,0.49,1,1,1,0.53,0
187.92,1,53.29,2,1,1,0.288,1
77.04,16,0.17,3,1,0,0.671,0
148.13,11,2.46,8,0,0,0.526,0
182.67,3,3.78,2,1,0,0.945,1
44.66,23,30.25,3,0,1,0.175,0
107.81,8,42.46,6,1,0,0.545,1
269.03,17,1.26,5,1,0,0.946,0
201.37,23,17.47,5,1,0,0.613,0
314.38,0,7.88,3,1,0,0.96,0
291.97,1,12.72,2,1,0,0.949,0
124.7,9,25.56,6,0,0,0.888,0
27.01,20,9.83,2,0,1,0.347,0
127.16,8,26.48,2,1,0,0.414,0
172.92,5,16.43,4,0,1,0.799,0
162.83,14,12.94,2,1,1,0.445,0
38.61,3,7.66,3,0,0,0.791,0
146.69,12,16.64,5,0,1,0.248,0
39.94,21,4.4,3,1,1,0.327,0
143.42,13,10.32,2,1,1,0.969,0
475.84,10,23.42,3,0,0,0.485,0
26.78,13,9.01,2,1,0,0.059,0
46.32,12,15.62,3,1,1,0.588,0
74.12,8,58.3,2,0,1,0.418,0
251.41,2,34.01,3,0,1,0.538,1
1828.88,1,2.93,4,0,0,0.529,0
111.91,6,23.17,3,1,1,0.691,1
76.69,10,6.0,3,0,0,0.007,0
58.9,10,3.25,1,0,1,0.265,0
10.7,0,3.86,2,0,1,0.829,0
68.14,20,36.82,2,1,0,0.331,0
79.44,18,6.31,0,0,0,0.501,0
269.86,1,7.6,2,0,0,0.18,0
8.57,9,17.95,4,1,1,0.956,1
62.6,4,25.44,3,0,1,0.104,0
84.45,12,20.43,4,0,0,0.678,0
19.47,23,4.62,3,1,0,0.827,0
233.04,17,7.81,1,0,0,0.369,0
79.74,22,47.11,4,1,0,0.135,0
122.91,8,3.34,5,1,1,0.783,1
57.63,20,5.41,1,1,1,0.483,0
48.01,8,9.94,2,1,0,0.528,0
13.26,11,7.1,1,1,0,0.642,0
134.99,8,19.95,4,0,1,0.517,0
188.97,10,17.3,3,0,1,0.202,0
122.33,23,1.09,2,1,1,0.173,0
29.69,5,9.78,2,1,0,0.269,0
34.94,0,18.22,2,1,0,0.949,0
18.88,20,12.99,0,1,1,0.105,0
53.23,6,9.66,5,0,1,0.27,0
272.51,12,16.23,5,0,0,0.383,0
128.59,6,3.15,3,0,0,0.536,0
33.17,5,32.13,1,0,0,0.232,0
15.28,0,7.19,0,1,0,0.494,0
86.08,18,11.21,4,1,0,0.55,0
105.77,5,41.56,2,1,0,0.481,0
52.9,1,1.26,6,1,1,0.619,1
46.59,2,11.11,4,1,1,0.794,1
38.9,19,7.47,1,0,0,0.845,0
52.84,15,19.58,6,1,1,0.898,1
25.08,5,4.65,4,1,1,0.235,0
84.24,9,3.72,2,0,1,0.572,0
100.76,16,19.36,2,1,1,0.351,0
86.06,18,14.72,5,0,1,0.369,0
75.33,10,21.36,0,1,0,0.988,0
243.99,0,0.99,2,1,1,0.493,1
50.58,10,6.12,1,1,1,0.8,1
67.82,19,28.55,3,0,0,0.002,0
388.7,22,31.73,0,1,0,0.376,0
16.1,9,3.93,1,0,1,0.505,0
8.8,11,7.1,3,1,1,0.225,0
110.32,22,2.28,3,1,0,0.73,0
53.34,13,22.34,3,0,1,0.789,0
449.48,19,20.77,3,1,0,0.909,0
174.61,9,1.22,5,1,0,0.688,0
142.01,4,19.0,1,0,0,0.703,0
150.2,6,5.38,1,0,1,0.105,0
23.96,8,5.86,6,1,1,0.881,1
73.57,8,49.72,2,1,0,0.705,1
518.18,1,1.43,4,1,1,0.748,1
19.07,17,31.26,3,0,1,0.162,0
63.93,12,60.62,2,0,0,0.013,0
23.51,15,1.46,4,0,0,0.977,0
121.62,12,0.34,5,0,1,0.152,0
166.23,1,38.41,2,0,1,0.566,1
26.21,16,8.71,2,1,0,0.607,0
65.77,21,25.89,3,1,0,0.426,0
256.94,4,18.88,1,1,0,0.25,0
72.33,2,7.61,3,0,1,0.592,0
23.5,21,19.05,1,0,1,0.418,0
104.61,5,31.41,4,1,1,0.697,1
470.49,13,7.08,4,0,0,0.22,0
16.74,15,9.73,3,0,1,0.405,0
42.61,9,0.45,6,1,1,0.37,0
49.65,9,2.16,4,0,0,0.003,0
110.24,20,14.43,3,1,0,0.416,0
89.17,4,19.11,4,0,0,0.156,0
119.13,4,32.41,2,0,0,0.65,0
425.96,13,5.84,1,1,0,0.617,0
63.37,13,3.32,3,1,1,0.458,0
28.72,8,1.84,5,1,1,0.581,1
72.58,22,0.92,1,0,1,0.705,0
299.47,19,9.33,5,1,0,0.6,0
55.78,9,15.08,2,1,0,0.745,0
130.46,23,17.45,6,1,1,0.845,1
76.68,16,2.02,2,1,0,0.579,0
55.36,0,1.93,2,1,0,0.725,0
44.19,12,11.39,4,0,0,0.11,0
164.77,4,3.25,7,1,1,0.327,1
40.02,10,20.53,2,1,0,0.217,0
54.31,0,8.99,3,0,0,0.253,0
12.26,9,22.0,6,0,0,0.949,0
53.01,22,46.26,2,0,1,0.807,0
54.79,14,1.26,3,1,0,0.259,0
75.39,19,0.05,2,1,1,0.555,0
38.25,7,5.54,1,0,1,0.343,0
17.87,15,13.49,2,1,1,0.658,0
92.38,10,6.61,4,0,1,0.407,0
113.58,21,19.79,3,1,0,0.584,0
32.47,12,22.11,3,1,1,0.234,0
81.25,8,17.11,5,1,0,0.122,0
40.28,18,22.52,1,1,1,0.577,0
53.21,17,7.73,5,0,0,0.547,0
72.92,5,14.15,4,1,0,0.154,0
36.71,11,14.98,2,1,1,0.782,0
23.17,3,8.37,3,0,0,0.7,0
427.99,10,7.88,4,0,1,0.333,0
53.86,10,5.02,3,0,0,0.131,0
79.33,11,1.08,4,1,0,0.892,0
235.18,14,8.84,7,0,0,0.005,0
193.87,13,32.21,2,1,1,0.453,0
24.32,20,1.56,2,1,0,0.215,0
39.12,4,5.21,3,0,0,0.767,0
1211.55,6,2.6,7,0,1,0.252,0
70.5,1,17.93,4,1,1,0.374,1
147.85,13,1.78,1,1,0,0.919,0
87.4,4,27.76,6,1,0,0.195,0
51.93,6,17.57,3,1,1,0.827,0
68.63,20,2.26,4,1,0,0.988,0
85.44,10,62.41,4,1,1,0.954,1
91.62,17,34.47,1,1,1,0.205,0
4.85,17,10.72,3,0,0,0.296,0
38.85,11,26.06,4,1,0,0.682,0
29.55,4,30.95,0,0,1,0.733,0
10.19,13,0.35,4,1,1,0.277,0
26.09,15,10.66,2,0,0,0.537,0
7.11,9,0.8,3,0,0,0.254,0
384.35,10,0.16,1,1,0,0.621,0
39.14,4,5.04,1,0,1,0.743,0
38.9,16,4.22,0,0,1,0.392,0
135.5,4,5.86,2,0,0,0.943,0
50.58,3,26.09,4,1,1,0.484,1
123.76,14,0.92,2,0,1,0.278,0
45.59,0,11.63,5,1,0,0.625,0
58.65,8,6.44,1,0,0,0.723,0
45.17,8,4.68,1,0,1,0.059,0
153.57,21,14.15,2,0,1,0.79,0
