age,income,credit_score,employment_years,debt,credit_limit,previous_defaults,utilization,payment_history,default
26,107085.01,717.0,19,500.0,37121.12,0,0.1567,84.1,0
34,75255.91,663.0,34,31461.41,40935.81,1,0.5963,56.38,1
62,56723.33,543.0,11,17026.71,44637.65,0,0.4151,79.37,1
64,53843.68,749.0,15,12182.4,15735.73,1,0.8342,82.34,0
52,55972.52,790.0,11,11276.07,33957.41,0,0.2471,88.57,0
27,59412.82,794.0,15,22301.51,61724.49,1,0.43,100.0,0
26,56688.26,715.0,0,7274.92,62429.03,0,0.3273,84.23,1
44,85158.85,693.0,20,500.0,50797.17,1,0.4274,71.09,1
49,26869.4,783.0,20,22885.56,40399.89,0,0.7699,60.18,1
22,83964.0,808.0,11,24229.24,18918.3,0,0.2109,90.24,0
54,56646.9,769.0,9,15604.42,46497.95,2,0.3053,71.57,1
47,73292.85,624.0,26,4225.17,32471.66,1,0.4013,92.4,0
21,40206.27,704.0,6,19067.23,43968.45,2,0.4995,98.77,1
25,94229.88,721.0,1,500.0,24874.5,0,0.3051,63.47,0
43,92403.97,563.0,1,5673.23,32233.07,0,0.5079,88.65,1
56,86110.99,723.0,30,8991.62,37626.36,0,0.335,97.51,0
61,31675.39,849.0,12,28127.27,38940.45,0,0.6378,94.23,0
42,83240.66,735.0,3,13648.67,42899.56,2,0.1376,56.84,1
35,73906.81,793.0,30,12625.6,25732.88,1,0.053,71.76,0
68,29684.03,703.0,5,41456.31,13507.45,0,0.3118,66.64,1
43,64465.46,685.0,11,22229.55,60996.56,0,0.4352,88.28,0
36,73019.76,717.0,0,22067.93,74828.07,0,0.1713,86.96,0
42,77233.66,633.0,23,13563.59,42158.73,0,0.6169,49.63,1
21,68899.75,623.0,24,10843.54,13816.13,1,0.6366,78.39,1
35,71407.09,779.0,26,500.0,22628.88,0,0.1617,91.61,0
46,97419.45,786.0,9,29624.89,43145.88,0,0.4727,83.78,0
66,91972.75,621.0,11,23379.72,56457.85,0,0.2177,83.76,0
57,18000.0,758.0,32,15850.01,15593.75,2,0.5178,77.62,1
59,58016.35,684.0,28,16353.28,33010.67,0,0.1276,69.29,0
47,61377.68,714.0,1,26833.73,38134.91,0,0.2136,81.8,0
26,26453.83,722.0,24,500.0,48833.26,0,0.1954,82.63,0
40,67072.03,760.0,28,10921.42,29502.38,0,0.4082,89.38,0
69,92472.67,696.0,19,4364.37,9978.96,0,0.228,90.36,0
23,41095.51,789.0,22,39258.11,44939.16,0,0.5111,83.03,0
64,72400.82,712.0,0,28507.87,52996.74,0,0.5325,95.14,0
54,44851.88,734.0,1,500.0,33678.54,0,0.7708,77.5,0
34,50217.94,632.0,1,500.0,41483.84,0,0.3093,64.67,1
59,97502.66,841.0,5,16411.85,27408.14,0,0.5772,87.72,0
62,53063.73,723.0,34,12330.72,21467.64,0,0.6685,83.52,0
23,75168.67,740.0,22,2107.41,51422.81,0,0.1167,87.96,0
26,23833.2,577.0,27,41337.15,41199.93,0,0.3094,66.83,1
53,105970.99,632.0,10,21750.48,42845.9,0,0.6756,100.0,0
69,78258.35,777.0,32,23697.8,59033.84,2,0.5239,90.53,1
22,60985.0,710.0,6,9695.82,18122.52,1,0.3262,78.54,1
53,77662.02,556.0,31,26667.29,26167.58,0,0.1313,70.77,1
27,33983.97,763.0,1,13434.81,37526.93,0,0.3734,94.93,0
52,91015.68,652.0,0,14599.88,25970.99,0,0.1559,68.78,0
51,57872.33,789.0,2,25332.02,47530.18,0,0.6234,100.0,0
25,60510.47,684.0,27,500.0,32001.61,1,0.4833,74.64,1
54,54183.58,704.0,9,37164.33,19119.48,0,0.3682,100.0,0
64,52225.67,773.0,15,20188.67,36052.35,0,0.4601,79.79,0
63,80282.75,627.0,16,33371.33,37725.42,0,0.1813,100.0,0
22,70629.95,621.0,27,5094.96,49954.91,0,0.5362,73.18,1
33,79338.46,676.0,12,6922.02,41290.25,0,0.3122,82.23,0
32,64806.52,748.0,0,4057.2,42378.34,0,0.6258,91.66,0
43,76290.4,597.0,13,21003.57,40124.67,1,0.3971,89.94,1
28,55785.33,573.0,10,18791.8,31988.44,0,0.4517,95.21,1
62,114054.1,748.0,25,12427.06,23540.49,1,0.7647,76.15,1
59,30505.53,648.0,26,5831.17,39621.41,0,0.0726,83.02,1
60,92740.62,663.0,3,2800.84,29670.0,1,0.1203,96.98,1
30,95093.96,560.0,27,17418.19,62037.16,0,0.1868,73.54,1
21,46252.51,642.0,2,12412.96,56474.92,0,0.0998,88.87,0
65,114044.02,689.0,21,9772.72,45125.43,0,0.2749,79.37,0
35,86900.79,755.0,13,36565.07,41055.47,0,0.0615,84.47,0
53,86365.06,636.0,10,17012.09,33592.66,0,0.1746,83.01,0
65,65616.49,806.0,16,33240.52,14822.02,0,0.6263,72.54,0
22,60221.02,642.0,10,11600.97,31541.24,0,0.1848,78.87,0
21,60393.01,642.0,27,20937.32,36622.4,0,0.5489,83.74,1
21,73591.67,798.0,33,17334.29,38671.3,0,0.7822,80.77,0
28,95826.1,705.0,28,500.0,42512.58,0,0.3952,100.0,0
23,68988.91,651.0,15,35140.06,49741.28,1,0.1118,94.12,0
61,44948.24,679.0,17,16378.16,23925.53,0,0.5285,85.48,1
50,83137.4,785.0,15,26957.02,24070.79,0,0.1756,72.84,0
69,85265.32,793.0,27,8975.66,58213.71,0,0.3155,72.11,0
60,79402.51,633.0,19,16021.87,47335.71,0,0.7694,100.0,1
68,81400.98,687.0,16,7597.77,28747.66,1,0.1552,69.88,1
32,59039.58,696.0,14,32831.98,33284.62,0,0.4214,83.37,1
35,44562.24,621.0,13,21736.91,33356.58,0,0.3389,86.33,0
62,45899.74,686.0,19,22404.64,35505.19,1,0.3901,78.26,1
32,29019.81,690.0,24,34298.21,42562.93,0,0.2389,69.97,0
23,70212.87,770.0,15,31876.1,75559.88,0,0.6455,72.58,0
53,63164.13,775.0,28,27184.11,38036.1,1,0.4525,75.44,0
60,55320.27,667.0,28,939.27,45601.57,2,0.5411,73.49,1
68,18000.0,675.0,15,9651.85,8016.37,1,0.0993,97.93,0
66,37559.02,737.0,31,5953.34,27241.6,0,0.0236,81.89,0
26,89658.49,649.0,6,26730.4,54661.04,0,0.5716,75.71,1
58,50378.23,731.0,32,20047.82,41437.05,1,0.4372,83.28,1
62,72933.02,684.0,10,1313.85,3000.0,0,0.1075,90.02,0
55,34404.92,622.0,19,15735.07,45784.37,0,0.5773,77.86,0
61,96651.52,623.0,9,500.0,65690.63,0,0.6091,92.82,0
62,61831.39,791.0,15,17362.12,3065.48,1,0.2619,66.75,0
42,71380.89,679.0,11,500.0,59310.2,0,0.6257,96.06,0
22,116167.16,805.0,24,24345.93,3000.0,2,0.6667,81.89,0
43,98361.68,654.0,2,22535.55,50007.98,0,0.2898,81.42,1
30,58255.56,710.0,29,40895.38,34861.62,0,0.6598,73.68,1
26,51949.16,850.0,31,28174.48,3000.0,0,0.4085,67.27,0
27,57838.01,616.0,19,12925.03,42138.21,0,0.5942,62.0,1
55,76217.76,557.0,19,27816.84,53413.44,0,0.7488,72.85,1
45,62685.07,780.0,24,1228.03,40822.19,1,0.1725,89.05,0
47,56304.63,632.0,6,6450.33,44357.24,2,0.2241,70.46,1
57,97277.99,689.0,26,21997.71,28413.18,0,0.8052,63.42,1
47,62487.38,649.0,7,500.0,5217.76,1,0.3681,71.09,1
51,115590.96,709.0,23,17554.07,46069.82,0,0.4763,77.38,0
25,66996.34,623.0,10,5756.84,62996.06,0,0.4101,77.85,1
62,104277.0,677.0,26,19215.68,53073.29,0,0.1948,80.45,0
42,72861.03,721.0,27,5067.16,3193.99,1,0.5716,94.39,0
28,86185.13,619.0,7,23090.98,10761.69,0,0.4953,96.99,1
60,49058.56,641.0,21,18231.93,21464.52,0,0.4056,100.0,1
56,46217.3,666.0,17,34804.39,9512.39,0,0.1482,62.5,1
23,75113.53,590.0,10,18080.81,35707.04,2,0.1855,71.73,1
30,86748.17,660.0,20,8776.29,41294.65,0,0.3044,90.38,1
21,65885.64,698.0,34,15037.37,12115.95,0,0.7335,76.55,1
34,36699.35,662.0,0,1869.16,47434.06,0,0.7359,92.33,1
25,35074.32,671.0,33,22873.65,44617.66,0,0.3837,84.49,1
55,33603.0,689.0,29,25078.2,26229.45,0,0.1248,100.0,0
46,26112.31,644.0,18,47630.35,32239.65,1,0.3971,94.51,1
69,67408.68,738.0,21,10537.97,3803.18,0,0.3826,94.73,0
57,89750.97,791.0,12,14786.47,29683.81,1,0.5663,77.06,0
50,64704.85,657.0,4,11090.9,35118.16,0,0.6148,80.83,1
45,18000.0,724.0,20,20545.36,37699.96,1,0.2289,78.34,0
23,60803.27,673.0,28,22580.29,41062.03,0,0.1453,63.93,1
24,61418.42,716.0,8,17359.5,38907.87,0,0.6046,99.66,1
51,111111.97,800.0,25,31035.91,30770.5,1,0.5175,90.94,0
21,32942.97,726.0,26,10596.25,39579.12,0,0.5387,77.86,0
23,56405.09,566.0,26,29834.09,51032.51,0,0.0833,97.66,0
31,102528.76,722.0,11,24461.97,33472.03,0,0.3077,74.44,0
64,74899.52,776.0,13,17855.64,40081.52,1,0.2033,59.94,0
43,77392.89,674.0,14,14220.76,32021.26,0,0.2626,94.09,0
55,67520.86,760.0,29,47120.01,24651.86,0,0.2122,66.66,0
41,72258.76,642.0,31,8195.9,43366.07,0,0.4702,79.65,1
29,82107.41,586.0,14,21575.2,26116.38,0,0.0747,84.47,1
39,47191.3,700.0,33,8997.37,41178.35,0,0.542,86.63,0
25,84317.29,567.0,19,39427.45,35452.09,0,0.3108,92.18,1
58,34793.93,673.0,13,28641.92,30137.05,0,0.285,88.97,0
29,72224.1,780.0,0,9859.8,29749.71,2,0.7222,88.6,1
39,68932.3,556.0,21,24151.14,26870.06,0,0.2532,72.51,1
69,51441.55,600.0,22,21092.35,8667.18,0,0.3115,85.53,1
50,64500.92,618.0,33,11800.5,41126.32,0,0.2923,63.93,1
43,51304.12,686.0,25,27097.97,38704.75,0,0.87,100.0,1
47,41422.57,664.0,1,22671.66,48594.72,1,0.2567,65.17,0
59,57220.48,788.0,19,20588.38,26496.69,0,0.4663,77.84,0
33,40712.25,757.0,25,17496.96,65326.14,1,0.2156,66.17,1
52,72101.54,725.0,17,23172.65,28924.22,0,0.224,73.24,0
63,39698.12,700.0,15,20752.65,20998.25,0,0.1114,82.16,1
49,80663.49,718.0,28,18709.12,19101.04,0,0.2225,75.65,0
42,39007.46,630.0,21,10307.81,7257.24,1,0.1035,95.73,0
28,52541.51,750.0,23,38325.19,59522.05,0,0.2853,84.72,0
33,51258.73,612.0,16,5394.96,56937.08,0,0.07,76.45,1
67,94153.23,748.0,9,23131.63,44611.92,1,0.4222,80.4,1
47,72266.38,773.0,18,14157.11,20662.58,0,0.6948,96.64,0
35,60341.86,705.0,33,39114.57,63980.28,0,0.431,92.91,0
41,75971.83,678.0,21,7158.21,29372.49,1,0.1267,68.33,0
49,18641.77,718.0,24,9176.84,30695.59,0,0.3504,73.83,0
47,64051.06,490.0,4,6362.18,57996.15,1,0.1509,87.7,1
55,108945.31,711.0,34,21881.58,45542.57,0,0.1612,86.24,0
33,67911.62,682.0,8,1523.39,70217.65,0,0.5351,69.4,1
52,66494.09,686.0,33,12257.66,38979.56,0,0.2197,90.99,0
42,77058.82,739.0,15,500.0,28647.51,0,0.3089,71.31,0
67,84703.32,685.0,32,20885.06,25211.12,0,0.7748,97.65,0
28,21055.73,610.0,31,11997.42,5448.06,0,0.0736,88.35,1
28,27988.82,680.0,26,500.0,30542.47,0,0.6465,68.42,0
43,69626.41,695.0,32,31027.31,53313.49,0,0.5245,75.65,1
45,49272.72,698.0,21,2308.0,44581.35,1,0.6767,75.44,0
54,93864.56,701.0,29,27563.32,35324.93,0,0.4017,83.92,1
40,58066.16,763.0,6,9587.51,19081.05,0,0.7738,79.55,0
65,22440.32,614.0,2,37218.86,38629.97,1,0.1975,68.25,1
44,37103.69,702.0,19,26994.61,51205.02,0,0.5826,65.27,1
27,18000.0,780.0,28,5903.43,41891.51,0,0.4119,88.59,1
26,59849.24,569.0,26,6995.01,37667.76,0,0.0234,85.43,1
68,60855.55,703.0,18,25266.3,22248.68,1,0.2097,83.27,1
27,55661.82,649.0,18,14851.46,48874.91,1,0.4709,85.25,1
67,88735.34,664.0,21,15967.89,3000.0,0,0.6691,74.57,1
34,91367.44,627.0,30,33266.87,41125.53,0,0.8691,84.21,1
25,61251.45,678.0,29,9015.73,76125.15,2,0.5789,100.0,1
35,18036.74,819.0,3,19095.53,10866.03,0,0.42,96.09,0
51,78580.19,601.0,20,29455.53,31138.09,1,0.1332,78.54,1
41,77217.93,608.0,13,27709.41,34873.42,1,0.0724,75.72,1
59,71806.61,599.0,27,16084.65,27598.67,0,0.4646,47.67,1
50,86592.55,811.0,17,14533.13,51581.99,0,0.3835,94.82,0
40,39373.78,658.0,34,500.0,42559.22,1,0.3809,91.44,1
52,109192.62,688.0,15,5325.06,37436.81,0,0.5473,75.47,1
68,43892.59,662.0,23,21820.31,47756.36,0,0.603,64.82,1
41,81482.9,624.0,3,16345.41,35268.01,0,0.0673,68.14,0
28,27878.35,674.0,32,18899.12,85877.83,1,0.4651,87.33,1
41,44534.18,850.0,5,30471.04,37421.55,0,0.6037,80.93,0
62,98360.11,787.0,13,3752.12,38124.51,1,0.1504,90.3,0
31,59260.2,630.0,29,15165.84,7632.51,0,0.0398,83.04,1
67,83478.3,735.0,33,20264.53,26304.79,0,0.5706,93.6,0
49,70213.02,632.0,16,9550.08,53358.04,0,0.645,86.43,0
50,62690.92,566.0,16,35177.73,13632.69,0,0.3238,91.95,1
36,95004.71,761.0,1,28903.04,3000.0,0,0.2681,56.92,0
66,59793.51,771.0,34,21481.6,35517.05,0,0.5068,67.19,1
22,25823.76,763.0,0,39530.78,56931.91,1,0.3052,77.63,1
35,47328.72,657.0,0,500.0,35678.1,1,0.3771,94.95,0
41,77126.22,678.0,16,17907.28,29622.01,0,0.076,100.0,1
44,73701.2,742.0,0,22396.04,5264.19,2,0.1712,80.03,1
44,30524.72,717.0,5,7025.34,42236.07,0,0.5496,74.66,0
28,49064.46,662.0,21,21608.57,45580.4,0,0.3563,58.54,0
32,52202.13,577.0,24,4721.01,6492.28,0,0.6074,92.36,0
25,56959.67,698.0,10,26286.69,53152.52,0,0.3208,75.4,1
49,34729.9,766.0,27,30694.02,47251.13,0,0.1324,100.0,0
38,51175.84,606.0,21,21268.0,53117.06,1,0.3352,73.13,1
48,48970.57,735.0,7,500.0,44336.4,0,0.4737,100.0,0
49,81973.73,713.0,24,6398.48,45458.92,0,0.4279,90.98,0
55,82800.67,743.0,20,24776.52,43331.53,1,0.8442,69.66,1
47,61792.17,751.0,28,18254.38,48895.56,0,0.8029,84.79,1
52,56375.12,641.0,5,500.0,5899.88,0,0.6968,91.26,1
49,68078.33,577.0,8,32913.96,10983.05,0,0.7114,79.3,1
52,47035.35,653.0,10,19639.88,23223.87,1,0.7336,92.06,1
51,39769.69,752.0,11,8171.1,32922.88,1,0.678,91.79,0
36,44315.13,652.0,31,29939.47,41210.19,0,0.2697,89.16,1
33,51034.11,641.0,25,9869.52,40194.91,0,0.2983,81.8,0
59,39403.58,563.0,19,9738.57,52873.69,0,0.4622,67.9,1
37,68565.31,813.0,18,22300.23,53375.92,0,0.5067,81.08,0
47,81053.74,748.0,31,39372.46,21041.84,0,0.6731,84.11,0
30,30083.84,744.0,15,37483.05,38817.22,1,0.4538,59.49,1
42,65552.83,758.0,7,22316.54,21434.7,1,0.3332,84.03,1
46,60161.41,730.0,4,23548.63,31988.05,0,0.2232,80.84,0
51,72513.19,673.0,11,27497.99,40148.66,2,0.44,66.44,1
46,64715.35,679.0,22,2916.2,3000.0,1,0.2593,78.0,0
38,33020.82,660.0,16,25729.78,73579.9,0,0.2669,78.26,1
68,37227.44,850.0,14,9191.12,44062.54,0,0.3305,100.0,0
46,65647.32,729.0,16,21821.74,25468.75,0,0.2088,84.64,0
60,87633.18,658.0,34,15270.39,65837.92,0,0.3074,94.43,0
57,18000.0,723.0,34,24014.5,29441.1,0,0.4164,80.59,0
48,72605.98,619.0,5,19417.24,37120.31,2,0.2769,59.51,1
64,91171.68,795.0,4,500.0,27206.15,1,0.7486,90.07,1
27,61633.43,644.0,8,20146.7,61431.87,0,0.5673,74.1,1
66,77104.45,725.0,29,25705.84,33320.24,0,0.5082,77.97,1
62,49532.48,765.0,16,23351.14,37391.75,0,0.4285,69.36,0
45,62373.94,717.0,30,16768.97,54260.51,0,0.1497,82.87,0
56,29339.9,697.0,22,37705.94,44362.23,0,0.458,94.78,1
46,18000.0,691.0,19,21736.48,34130.43,0,0.6558,93.19,1
34,85740.85,686.0,9,23252.08,52766.26,0,0.2105,100.0,1
60,43330.11,650.0,12,30533.9,75615.73,0,0.1538,100.0,1
33,54978.39,659.0,5,22351.12,40078.57,0,0.3296,57.45,0
36,34498.27,794.0,18,7223.79,36868.16,0,0.2137,67.68,0
46,33980.67,682.0,9,500.0,37730.03,1,0.5129,60.3,1
62,61175.57,635.0,10,12274.55,55966.87,1,0.3504,89.58,1
39,48949.3,654.0,1,27131.35,25412.84,0,0.585,73.68,1
45,73315.36,767.0,27,13762.84,30546.92,0,0.0551,76.13,0
23,74955.85,737.0,32,27614.14,10400.91,0,0.7088,79.4,0
26,72058.69,729.0,17,19784.74,16058.11,0,0.4032,86.59,0
23,70249.22,672.0,18,33456.79,26715.2,0,0.4038,64.18,1
24,99710.9,730.0,32,14457.4,34105.01,2,0.5303,66.89,1
63,41512.94,645.0,17,23611.38,63305.33,0,0.1604,82.02,0
62,63791.43,672.0,21,24070.62,43575.88,0,0.522,96.38,1
61,89919.18,758.0,14,36019.22,20406.74,1,0.3879,81.7,1
23,92819.88,751.0,18,500.0,23352.31,0,0.4718,72.5,0
24,33721.2,621.0,18,12499.1,56995.98,1,0.2492,56.22,1
34,58128.18,630.0,24,28182.19,53025.77,0,0.2502,93.43,0
48,94878.66,698.0,21,36550.76,35450.4,0,0.1242,73.17,0
37,76177.74,811.0,17,20880.86,27919.58,0,0.3305,68.23,0
44,69295.79,556.0,2,14487.55,52998.93,0,0.0968,61.42,1
29,60210.94,709.0,31,27085.42,19106.77,0,0.6272,64.73,1
56,56556.38,594.0,31,28424.43,41272.49,0,0.2339,70.47,1
36,71340.82,646.0,6,13684.06,71362.54,1,0.6018,79.13,1
24,59447.77,664.0,10,21963.69,38285.69,1,0.4277,67.5,1
57,64063.27,661.0,34,32166.33,22590.25,1,0.6283,84.23,1
65,66729.17,653.0,11,40685.51,41565.9,1,0.1191,79.04,0
21,50082.43,691.0,28,26911.26,27479.86,0,0.3803,100.0,0
42,76706.85,653.0,27,18529.67,12694.15,0,0.2587,61.55,0
61,129113.38,588.0,30,17351.1,46216.58,0,0.3731,83.94,0
55,25906.29,745.0,0,24688.76,52885.35,3,0.3152,84.09,1
62,72128.28,743.0,16,16611.93,30025.49,1,0.3947,69.63,0
41,48275.82,749.0,19,20275.69,28964.23,0,0.2716,83.14,0
39,77702.86,582.0,29,5305.48,19614.95,0,0.4168,91.24,1
55,66024.26,711.0,7,33564.69,32601.03,0,0.7854,83.16,1
28,81760.81,737.0,10,4317.78,26002.11,0,0.4494,98.61,0
32,90861.14,618.0,6,12814.66,18823.48,0,0.5621,55.87,1
50,69233.26,691.0,26,19171.12,65274.7,1,0.201,71.89,1
53,89905.15,682.0,34,41891.84,42463.89,0,0.6038,99.7,1
26,18000.0,819.0,4,12927.8,44158.32,0,0.5114,92.94,0
45,99989.95,825.0,8,10007.81,49134.39,2,0.6517,88.49,0
38,73251.37,573.0,10,11390.2,47336.58,0,0.5013,96.8,1
45,88712.55,850.0,31,37906.77,28390.24,0,0.226,59.0,0
67,38162.73,626.0,15,500.0,39360.84,0,0.381,91.55,1
24,46723.06,759.0,9,5967.14,30695.51,0,0.5501,94.77,0
69,68210.64,758.0,11,50775.46,42015.42,0,0.4916,74.1,0
43,64625.17,620.0,20,25090.58,40467.05,0,0.7425,100.0,1
58,71227.51,725.0,13,4728.18,28877.44,1,0.1991,84.36,0
41,88859.33,682.0,4,17496.98,13731.22,1,0.2594,55.69,1
36,26165.15,729.0,28,18809.45,37339.79,0,0.1194,86.58,0
58,86424.02,706.0,14,28153.5,31731.69,0,0.4184,73.36,1
54,65182.2,774.0,8,40074.02,4754.04,0,0.122,95.98,0
28,60516.8,695.0,25,22662.62,43122.59,0,0.2672,88.58,0
55,32635.46,678.0,26,11522.54,50445.47,0,0.4956,74.82,0
57,76067.07,767.0,5,27445.01,75453.7,0,0.2403,100.0,0
40,18000.0,731.0,2,9620.97,28740.84,0,0.1158,93.27,0
66,79264.67,741.0,1,5599.95,26380.61,0,0.2871,72.06,1
52,32173.67,643.0,26,500.0,17249.26,1,0.5532,80.18,1
37,66176.07,617.0,21,500.0,38338.27,0,0.2361,88.2,1
21,62378.29,650.0,27,7242.66,38237.09,0,0.3471,77.63,0
54,90729.84,647.0,21,3866.52,22019.26,0,0.2518,77.99,0
31,61069.59,745.0,14,21758.84,32201.12,0,0.6833,82.44,0
58,49728.95,758.0,20,3607.18,3341.35,0,0.4733,69.21,0
46,53854.74,679.0,25,500.0,49822.03,0,0.779,55.21,1
43,93003.42,790.0,13,5473.06,22669.13,0,0.585,84.87,0
29,76798.53,786.0,32,12337.68,34445.5,1,0.227,58.13,0
55,56516.14,707.0,31,10734.61,12172.91,1,0.2524,70.08,0
29,59798.18,632.0,28,36234.3,25682.34,0,0.8796,60.74,1
41,30522.1,800.0,34,10637.49,30526.54,1,0.4101,62.22,1
61,73546.43,686.0,13,28571.08,34819.35,0,0.4903,87.12,1
66,26284.05,699.0,3,17772.21,42675.72,1,0.6737,79.33,1
69,81539.52,666.0,16,17492.34,58025.2,0,0.7382,78.9,1
67,67829.68,628.0,26,7975.44,46723.38,0,0.3055,66.21,0
48,117512.94,587.0,27,17294.61,50394.63,0,0.3433,74.13,1
30,40797.02,734.0,13,8818.85,58137.67,0,0.554,86.52,1
62,62741.43,635.0,10,20040.29,44115.33,0,0.1139,81.37,1
60,104562.33,850.0,15,15165.0,34412.68,1,0.3736,91.87,0
69,91210.57,614.0,28,6664.46,51145.79,0,0.3891,93.58,0
52,49683.33,602.0,2,29902.73,52168.15,0,0.541,78.97,1
27,69927.28,726.0,11,23122.09,45377.05,0,0.3828,59.77,0
45,65043.99,797.0,8,12623.25,11725.96,1,0.5624,72.92,0
42,71203.03,695.0,28,19745.92,21536.64,0,0.4799,80.83,1
62,49629.03,730.0,16,16994.13,30602.33,2,0.7173,72.68,1
40,63034.95,561.0,3,7588.91,47473.94,0,0.2046,69.34,0
37,29842.85,643.0,9,18845.95,34658.46,0,0.3068,82.84,1
24,67972.72,615.0,1,10547.86,53189.9,0,0.4466,100.0,0
61,74900.45,557.0,16,6660.79,56043.79,0,0.655,76.14,1
58,59996.77,698.0,34,500.0,54186.73,1,0.0686,81.97,0
23,29468.88,533.0,19,13696.71,54288.65,0,0.4624,66.26,1
42,86747.7,597.0,30,24803.65,18408.1,2,0.3837,96.92,1
44,73019.55,652.0,25,9664.09,42722.17,1,0.4029,92.5,1
43,49027.67,632.0,30,48248.5,25279.54,0,0.2543,91.67,1
66,58826.79,718.0,10,28628.23,8614.94,0,0.4674,98.32,1
28,31985.27,711.0,33,33651.96,30400.46,2,0.3027,76.87,1
36,42440.98,753.0,8,27542.92,56195.79,0,0.3042,78.37,1
29,53168.15,743.0,15,40234.38,42371.87,0,0.2437,100.0,0
32,92025.26,770.0,23,8555.98,67284.95,0,0.4191,89.59,0
65,50930.93,690.0,10,500.0,37835.68,1,0.4023,55.37,1
67,79084.7,711.0,9,12646.49,74164.84,1,0.1652,87.46,0
23,53157.04,726.0,4,24698.62,37840.34,0,0.177,75.02,0
51,70454.85,700.0,0,19818.2,35359.68,0,0.202,92.78,0
32,61889.3,662.0,17,21305.67,14529.76,1,0.382,86.9,1
30,84207.25,667.0,34,33850.92,52769.0,0,0.4762,61.11,1
35,53234.15,633.0,7,22584.69,26966.0,0,0.7103,85.23,1
30,30404.38,720.0,15,27586.96,24647.24,2,0.7588,84.53,1
45,34597.12,683.0,32,6725.25,55499.69,0,0.3003,86.36,0
69,53298.7,644.0,27,4855.28,53531.56,1,0.2295,88.91,1
49,37520.68,644.0,0,37369.37,53112.82,0,0.6087,99.95,1
56,74024.66,605.0,17,19210.82,29204.94,0,0.5453,86.97,1
45,54753.1,759.0,5,10521.25,34184.39,0,0.5705,82.27,0
21,117241.34,696.0,8,10543.27,34042.33,2,0.6961,95.78,1
25,26770.28,630.0,8,10210.52,47520.29,0,0.294,100.0,0
34,69479.93,747.0,21,9492.49,59857.03,2,0.3253,92.98,1
32,40185.03,651.0,6,2602.23,40890.34,0,0.7138,84.47,1
62,54145.17,592.0,8,500.0,66598.26,0,0.2134,87.19,0
62,68111.23,761.0,7,15659.95,49355.11,1,0.463,85.07,1
62,18000.0,652.0,12,10884.89,31243.21,1,0.826,82.22,1
52,70210.17,661.0,22,31285.91,48259.38,0,0.4407,100.0,1
48,106863.96,693.0,13,21516.92,62295.04,0,0.4867,73.01,0
52,55024.36,770.0,11,21183.81,66972.62,1,0.3762,95.86,0
40,70715.77,691.0,18,9082.56,53990.26,0,0.4838,80.49,0
53,87548.28,606.0,21,16547.66,35410.79,1,0.4737,64.23,1
59,61393.02,728.0,0,22332.01,31532.91,0,0.2409,79.74,0
58,52218.88,656.0,31,26594.35,44217.11,1,0.4503,75.44,1
51,18000.0,822.0,32,16873.3,61783.59,0,0.4194,88.93,0
23,79101.8,690.0,21,30949.49,41940.31,0,0.2127,83.1,0
56,62510.29,534.0,20,18095.87,42272.51,0,0.6751,69.74,1
38,42720.96,715.0,24,27514.17,35822.37,2,0.9337,99.65,1
57,67785.13,826.0,15,12121.77,29753.74,1,0.4617,95.08,0
47,52159.03,800.0,12,500.0,32405.85,0,0.746,100.0,0
64,53374.63,818.0,12,21220.31,37166.82,1,0.2135,84.84,0
37,78338.41,619.0,5,26703.89,62489.6,0,0.6306,81.57,1
66,35555.59,754.0,29,24904.17,31164.58,0,0.4992,90.44,0
62,88040.94,639.0,11,23066.24,35841.79,0,0.6144,75.07,0
37,34250.9,706.0,9,13816.96,21153.96,1,0.2763,83.56,1
44,50420.57,601.0,33,8319.04,46466.1,0,0.3641,79.89,1
47,107304.82,645.0,17,24620.74,56866.87,0,0.1962,64.47,1
58,89801.8,643.0,21,23117.37,60991.97,1,0.2572,83.53,0
54,67147.29,753.0,8,11269.21,38253.83,1,0.3177,76.71,0
62,44308.34,746.0,9,31313.09,44189.67,0,0.4298,79.09,0
39,53356.01,709.0,25,7405.61,32543.19,0,0.4894,86.37,1
45,66612.06,595.0,15,10997.72,43448.3,0,0.4214,97.27,1
42,65825.51,668.0,5,37637.1,40023.44,0,0.4093,71.81,0
65,63000.84,638.0,29,28422.98,35932.23,0,0.2079,77.96,1
35,64321.68,751.0,14,13703.89,37204.06,1,0.0795,72.82,0
49,60283.75,772.0,23,21448.57,42230.76,0,0.3969,72.04,0
26,33276.47,764.0,11,19857.51,30293.56,0,0.0747,74.87,0
62,53636.76,637.0,19,500.0,31120.05,0,0.3455,79.64,0
39,85121.73,498.0,27,7122.31,62317.79,1,0.719,89.03,1
37,34896.65,566.0,30,17389.84,78368.75,1,0.5198,85.85,1
49,60829.78,790.0,7,13720.66,15730.13,0,0.4105,69.32,0
45,46965.41,662.0,23,20965.23,14848.46,0,0.4668,97.53,1
62,67449.71,637.0,32,31553.79,19685.55,1,0.2192,93.33,1
47,56450.07,805.0,22,14141.57,33347.39,1,0.6649,71.19,0
46,97502.66,779.0,5,5308.14,49332.49,0,0.79,96.69,0
26,76144.83,692.0,6,21898.22,44460.05,1,0.2833,85.92,1
